Property_ID,room,layout_type,property_type,locality,area,furnish_type,bathroom,city,parking_spaces,floor,pet_friendly,power_backup,washing_machine,air_conditioner,geyser/solar,security_deposit,CCTV/security,lift,neighbourhood,Price
102533,1,BHK,Apartment,Airport,849,Unfurnished,3,Kolkata,0,15,1,1,0,0,0,168490,1,1,1800,25734.97914
43338,1,BHK,Apartment,Adyar,1721,Semi-Furnished,3,Chennai,0,4,0,1,1,1,0,54824,0,0,2000,12285.22778
113417,2,BHK,Independent House,Wadala,1424,Semi-Furnished,2,Mumbai,1,10,0,0,1,1,0,124056,1,1,3200,21573.10504
163552,4,BHK,Apartment,Andheri East,717,Furnished,3,Mumbai,1,1,0,0,0,1,0,92799,1,0,1700,19528.69715
172821,1,BHK,Penthouse,Bavdhan,610,Unfurnished,1,Pune,0,19,0,0,0,0,0,1180250,0,1,1800,187305.1112
85342,1,BHK,Apartment,Manikonda,1315,Furnished,1,Hyderabad,1,6,1,1,0,1,0,274890,1,0,3800,39456.19262
26410,1,RK,Independent Floor,HBR Layout,549,Furnished,3,Bangalore,0,11,0,0,0,1,0,18603,0,1,3500,5134.561436
169606,5,BHK,Villa,Andheri East,835,Furnished,1,Mumbai,0,17,0,1,0,1,0,159408,0,1,100,25237.88358
47433,2,BHK,Independent Floor,Ekkatuthangal,1419,Semi-Furnished,2,Chennai,0,3,1,1,1,1,0,225140,0,0,3400,32513.1878
16585,3,BHK,Studio Apartment,Chandkheda,979,Furnished,2,Ahmedabad,0,19,1,0,0,1,0,204486,1,1,200,31143.06079
97698,1,RK,Independent Floor,Bhawanipur,686,Semi-Furnished,1,Kolkata,1,8,1,0,1,1,0,31458,1,1,300,6477.847727
102075,3,RK,Independent Floor,Garia,1092,Furnished,2,Kolkata,1,9,0,0,0,1,1,136764,1,1,2300,22706.58785
42346,3,RK,Apartment,Velachery,2413,Semi-Furnished,3,Chennai,1,8,0,0,1,1,1,165008,0,1,200,25505.70712
53597,1,BHK,Independent House,Sector-7 Rohini,632,Semi-Furnished,2,Delhi,0,9,1,0,1,1,1,183980,0,1,2000,28424.67983
100755,2,BHK,Apartment,Baguihati,602,Unfurnished,4,Kolkata,0,13,0,1,0,0,1,72714,1,1,2600,17416.53483
46439,2,BHK,Independent Floor,Choolaimedu,1005,Furnished,3,Chennai,0,16,0,1,0,1,1,79572,0,1,2500,18235.96571
69053,2,RK,Independent House,C R Park,1565,Furnished,2,Delhi,1,8,0,0,0,1,1,230550,1,1,1700,33662.65282
79417,2,BHK,Apartment,i p extension patparganj,763,Semi-Furnished,2,Delhi,1,6,0,0,1,1,0,42837,1,0,1200,10457.50881
16525,3,BHK,Independent Floor,Motera,1755,Furnished,2,Ahmedabad,1,2,0,0,0,1,1,252490,1,0,1700,35639.52852
41483,3,BHK,Apartment,Ramavaram,1000,Semi-Furnished,2,Chennai,1,16,1,0,1,1,0,378010,0,1,2800,51091.78605
67027,2,BHK,Apartment,Panchsheel Park,9614,Semi-Furnished,2,Delhi,1,3,0,0,1,1,1,247310,1,0,200,34063.27572
177710,2,BHK,Apartment,Kothrud,11426,Unfurnished,3,Pune,0,17,0,0,0,0,0,240842,0,1,2400,33727.65452
92611,3,BHK,Independent Floor,Manikonda,710,Unfurnished,3,Hyderabad,0,4,1,0,0,0,0,1054869,0,0,1800,152300.6176
159189,3,BHK,Independent Floor,Manpada,759,Furnished,2,Mumbai,1,4,1,0,0,1,0,84693,1,0,1000,17416.53483
183117,2,BHK,Apartment,Wagholi,2441,Semi-Furnished,3,Pune,1,1,1,0,1,1,1,29394,0,0,3800,8759.744887
165789,2,BHK,Independent Floor,Kandivali West,8903,Unfurnished,5,Mumbai,1,3,1,0,0,0,0,95013,0,0,700,19829.34082
50049,3,BHK,Apartment,Ashok Vihar,1116,Furnished,2,Delhi,1,12,1,0,0,1,1,57336,0,1,0,14944.96026
161576,3,BHK,Independent Floor,Chembur,2021,Furnished,2,Mumbai,1,10,0,0,0,1,1,129675,1,1,500,23648.27364
143268,1,BHK,Apartment,Kandivali East,776,Unfurnished,2,Mumbai,1,4,1,0,0,0,0,103984,0,0,2100,17808.53131
114486,3,BHK,Apartment,Chembur,1269,Semi-Furnished,2,Mumbai,0,6,1,1,1,1,1,310422,1,0,3500,44200.25566
30275,2,BHK,Apartment,New Thippasandra,2197,Semi-Furnished,2,Bangalore,1,12,1,1,1,1,0,137814,1,1,3100,23675.48719
48055,2,BHK,Apartment,Ambattur,2631,Furnished,2,Chennai,1,0,1,1,0,1,0,366450,0,0,3400,50810.33902
146403,1,BHK,Studio Apartment,Chembur,487,Furnished,2,Mumbai,1,19,1,1,0,1,0,355563,1,1,500,51865.47123
90681,2,BHK,Independent House,Kondapur,2828,Semi-Furnished,2,Hyderabad,0,4,1,1,1,1,1,166030,1,0,3700,25635.78926
20908,1,RK,Apartment,Mahadevapura,2625,Semi-Furnished,2,Bangalore,1,3,1,0,1,1,0,113491,0,0,1600,18530.05531
141552,2,BHK,Apartment,matunga east,1307,Semi-Furnished,4,Mumbai,0,16,0,0,1,1,0,61041,0,1,1300,14944.96026
181291,1,RK,Apartment,Wagholi,615,Unfurnished,1,Pune,1,17,1,1,0,0,0,217899,1,1,2500,31607.54501
57905,1,RK,Apartment,East of Kailash,6093,Semi-Furnished,2,Delhi,0,7,1,0,1,1,1,383456,0,1,1400,51218.08815
30199,2,BHK,Independent House,Electronics City,867,Furnished,2,Bangalore,1,6,1,0,0,1,0,119970,0,0,3500,21257.81351
153549,3,BHK,Apartment,Kharghar,679,Semi-Furnished,2,Mumbai,1,13,0,0,1,1,1,186216,1,1,100,28453.81242
41134,1,BHK,Villa,Kalkere,539,Semi-Furnished,1,Bangalore,1,10,1,0,1,1,1,185166,1,1,2200,28304.6499
49071,1,BHK,Apartment,Mannanthala,1496,Unfurnished,1,Chennai,0,3,0,0,0,0,0,148640,0,0,3000,23396.36082
66647,2,BHK,Apartment,Sarvpriya Vihar,554,Furnished,2,Delhi,0,3,1,1,0,1,1,604058,0,0,3800,87292.10419
45465,2,BHK,Apartment,Madipakkam,1354,Furnished,2,Chennai,1,18,0,0,0,1,0,29042,1,1,2500,8682.25194
31441,3,BHK,Apartment,Kasavanahalli,1531,Semi-Furnished,2,Bangalore,0,10,0,0,1,1,0,192228,0,1,1200,28760.90336
168970,3,BHK,Independent Floor,Dombivali,757,Semi-Furnished,1,Mumbai,0,17,1,0,1,1,1,78850,1,1,1600,15197.79871
172418,1,RK,Apartment,Hinjewadi,647,Semi-Furnished,2,Pune,0,17,0,0,1,1,0,26535,0,1,100,6614.923723
117784,3,BHK,Apartment,Ghansoli,1292,Semi-Furnished,2,Mumbai,1,11,0,0,1,1,1,244144,1,1,1700,33951.95439
159986,3,BHK,Apartment,DN Nagar Road,1870,Semi-Furnished,4,Mumbai,1,18,0,0,1,1,1,71016,1,1,3900,18309.22828
107002,2,BHK,Apartment,Goregaon West,1451,Semi-Furnished,2,Mumbai,1,7,1,0,1,1,1,80772,0,1,3900,18309.22828
165672,2,BHK,Apartment,Vasai east,1939,Semi-Furnished,2,Mumbai,1,16,0,0,1,1,1,53733,0,1,600,14944.96026
135724,2,BHK,Apartment,Goregaon East,4521,Unfurnished,2,Mumbai,1,14,0,1,0,0,1,1251837,0,1,2700,181887.72
155747,2,RK,Apartment,Mulund West,653,Semi-Furnished,2,Mumbai,1,2,1,0,1,1,1,168212,1,0,1300,25729.87637
77068,2,BHK,Apartment,Greater kailash 1,1156,Semi-Furnished,3,Delhi,1,2,1,1,1,1,1,543612,1,0,2800,77157.71642
83300,2,BHK,Independent House,Chandanagar,1065,Semi-Furnished,2,Hyderabad,0,15,1,0,1,1,1,134973,0,1,200,22687.95889
64638,2,BHK,Independent House,Pitampura,781,Furnished,3,Delhi,1,3,1,1,0,1,1,177180,1,0,600,26804.61515
134774,1,BHK,Apartment,Santacruz East,1372,Semi-Furnished,2,Mumbai,1,9,1,0,1,1,1,22210,0,1,2800,6068.608237
81388,2,BHK,Independent Floor,Uttam Nagar,1142,Furnished,2,Delhi,1,17,1,0,0,1,0,69812,1,1,3300,18206.1807
133132,2,BHK,Apartment,Vasai east,1420,Semi-Furnished,2,Mumbai,1,1,0,1,1,1,1,276930,1,0,1600,40133.63433
70120,1,RK,Studio Apartment,Saket,676,Semi-Furnished,2,Delhi,0,8,1,0,1,1,1,64956,1,1,1100,12394.02733
180995,3,RK,Apartment,Wagholi,1675,Semi-Furnished,2,Pune,1,13,1,0,1,1,0,220400,1,1,2000,31953.65299
76892,3,BHK,Apartment,IP Extension,2374,Unfurnished,2,Delhi,0,15,0,1,0,0,1,391932,0,1,2700,54543.44443
143156,2,BHK,Apartment,Powai,1497,Semi-Furnished,2,Mumbai,0,17,0,0,1,1,1,174699,1,1,2500,26065.59194
36516,2,BHK,Independent House,Marathahalli,8099,Unfurnished,1,Bangalore,1,2,1,0,0,0,0,51273,1,0,600,12379.93911
155789,1,BHK,Apartment,Andheri West,1197,Semi-Furnished,2,Mumbai,1,16,0,0,1,1,0,223280,1,1,3500,32094.33452
56193,2,BHK,Apartment,Sector 23 Dwarka,2614,Furnished,2,Delhi,1,18,1,1,0,1,0,106708,1,1,1400,19941.32868
159553,1,BHK,Villa,Kalyan West,540,Semi-Furnished,1,Mumbai,1,5,0,0,1,1,1,107930,0,0,1700,16831.82782
163200,2,BHK,Apartment,Dombivali East,811,Semi-Furnished,1,Mumbai,0,2,0,0,1,1,0,249700,1,0,2600,34500.55968
30261,1,BHK,Apartment,Kaggadasapura,963,Furnished,1,Bangalore,0,4,1,1,0,1,1,22994,1,0,2300,5027.396104
159088,2,RK,Apartment,Powai,2032,Semi-Furnished,2,Mumbai,0,3,1,0,1,1,0,265400,0,0,1300,38198.71969
23926,1,BHK,Apartment,HSR Layout,1609,Semi-Furnished,3,Bangalore,0,10,0,0,1,1,1,223120,0,1,2700,32109.66386
130244,1,BHK,Independent House,Thane West,1357,Semi-Furnished,4,Mumbai,1,6,1,0,1,1,1,256140,1,0,3900,36813.00562
102784,2,RK,Independent Floor,Dombivali East,548,Unfurnished,1,Mumbai,1,2,1,1,0,0,1,194442,0,0,1200,29567.09768
8840,1,BHK,Apartment,Shela,1248,Semi-Furnished,4,Ahmedabad,1,12,0,1,1,1,1,74438,1,1,3000,15378.91495
28015,2,BHK,Independent House,BTM Layout,1659,Semi-Furnished,1,Bangalore,0,13,1,1,1,1,0,201896,0,1,2000,30470.41281
39860,4,BHK,Apartment,Sampangiram Nagar,1328,Furnished,1,Bangalore,0,12,1,0,0,1,0,143526,1,1,600,23411.11482
168154,3,BHK,Apartment,Dombivli (West),906,Unfurnished,5,Mumbai,1,13,0,1,0,0,1,191487,0,1,400,28621.41866
47657,1,BHK,Independent Floor,Iyappanthangal,1284,Unfurnished,1,Chennai,0,8,0,0,0,0,0,9108,1,1,2200,3474.466811
147848,2,RK,Apartment,Kanjurmarg,6129,Unfurnished,2,Mumbai,0,10,0,0,0,0,1,124416,0,1,1100,21619.74069
168859,5,BHK,Independent Floor,Andheri West,640,Furnished,3,Mumbai,1,10,0,1,0,1,1,150606,1,1,1100,22856.1419
23956,2,BHK,Apartment,HSR Layout,1407,Semi-Furnished,2,Bangalore,0,4,1,1,1,1,0,260736,1,0,400,38332.64217
33336,2,BHK,Apartment,Shivaji Nagar,1337,Unfurnished,2,Bangalore,1,6,1,0,0,0,1,64950,1,0,700,14603.82559
30387,3,RK,Apartment,R T  Nagar,478,Semi-Furnished,4,Bangalore,0,11,0,1,1,1,1,27790,0,1,3500,8539.279462
150199,2,BHK,Apartment,Ville Parle West,1054,Furnished,2,Mumbai,1,2,1,1,0,1,1,104850,1,0,900,19941.32868
184620,1,BHK,Independent Floor,Tulaja Bhawani Nagar,378,Furnished,1,Pune,1,7,0,0,0,1,0,297760,1,1,3200,42557.9077
182933,2,BHK,Independent House,Undri,341,Unfurnished,3,Pune,1,15,1,1,0,0,0,86768,1,1,2800,17416.53483
139571,1,BHK,Apartment,Ville Parle East,1114,Unfurnished,2,Mumbai,0,17,1,0,0,0,0,34610,1,1,2700,8943.600964
86312,2,BHK,Apartment,Ramanthapur,2347,Furnished,2,Hyderabad,0,12,0,0,0,1,0,1239246,1,1,800,181597.3222
48004,2,BHK,Independent Floor,Teynampet,1769,Furnished,3,Chennai,1,18,1,0,0,1,0,99744,1,1,3600,19941.32868
72628,2,RK,Studio Apartment,Sainik Farm,1235,Semi-Furnished,2,Delhi,0,4,0,1,1,1,1,11952,0,0,3000,4460.587441
169927,1,BHK,Independent House,Kondhwa,921,Unfurnished,2,Pune,0,18,1,0,0,0,0,108114,1,1,3200,17808.53131
157789,1,BHK,Independent House,mumbai,704,Unfurnished,1,Mumbai,0,1,1,0,0,0,0,77896,0,0,2500,13406.54381
113904,1,BHK,Studio Apartment,Kharghar,599,Semi-Furnished,1,Mumbai,0,18,1,1,1,1,1,127314,1,1,1100,20575.53153
142806,1,RK,Apartment,Dahisar,700,Unfurnished,1,Mumbai,0,16,1,1,0,0,0,100216,1,1,3300,16761.364
10273,4,BHK,Apartment,Nikol,1649,Semi-Furnished,3,Ahmedabad,0,3,1,1,1,1,1,64056,1,0,1700,14944.96026
10233,2,BHK,Independent Floor,New Ranip,1688,Semi-Furnished,2,Ahmedabad,0,15,1,1,1,1,0,113664,1,1,900,20114.80726
71070,1,BHK,Apartment,Sainik Farm,1157,Unfurnished,2,Delhi,0,17,1,1,0,0,1,61472,0,1,1000,12265.8087
112754,1,BHK,Independent Floor,Dombivali,675,Unfurnished,1,Mumbai,1,17,0,0,0,0,1,44154,0,1,1300,7336.868911
104870,2,BHK,Independent Floor,Kanjurmarg,881,Semi-Furnished,2,Mumbai,0,12,1,1,1,1,0,161480,1,1,1100,25340.57706
43746,2,BHK,Apartment,Santhome,1307,Semi-Furnished,2,Chennai,1,11,0,1,1,1,1,748938,1,1,1800,111456.326
134441,2,BHK,Independent Floor,Vichumbe,2814,Unfurnished,2,Mumbai,1,0,0,0,0,0,0,288052,0,0,300,42183.02606
78634,2,BHK,Apartment,New Ashok Nagar,364,Semi-Furnished,2,Delhi,0,5,1,0,1,1,1,250265,0,0,900,34949.96784
3904,2,RK,Apartment,Ambli,812,Semi-Furnished,1,Ahmedabad,0,3,1,0,1,1,0,202500,1,0,3200,30593.37332
140002,1,BHK,Studio Apartment,Tardeo,828,Unfurnished,1,Mumbai,1,10,0,0,0,0,1,55125,0,1,3100,10165.5552
3899,2,BHK,Independent Floor,Shela,1907,Semi-Furnished,2,Ahmedabad,1,3,1,1,1,1,0,248704,1,0,2500,34167.35318
91673,2,BHK,Apartment,Kukatpally,813,Unfurnished,3,Hyderabad,0,11,0,0,0,0,1,106704,0,1,2600,19836.00353
40227,2,BHK,Apartment,J. P. Nagar,1131,Semi-Furnished,2,Bangalore,1,14,0,0,1,1,0,42330,0,1,3500,12019.42658
164991,1,BHK,Apartment,Kanjurmarg,981,Semi-Furnished,1,Mumbai,0,2,1,0,1,1,0,20548,0,0,3900,4996.339407
94266,1,RK,Apartment,Patuli,1405,Unfurnished,4,Kolkata,1,5,0,0,0,0,0,99204,1,0,3300,17837.34575
8589,2,BHK,Apartment,Bopal,976,Unfurnished,4,Ahmedabad,1,1,1,0,0,0,0,194930,1,0,700,29623.87878
75603,1,BHK,Apartment,Anand Niketan,624,Unfurnished,1,Delhi,1,2,1,0,0,0,0,13496,0,0,3900,4136.094198
53299,2,BHK,Independent Floor,Malviya Nagar,954,Furnished,2,Delhi,0,16,1,1,0,1,0,173040,1,1,3200,26057.13386
93407,3,BHK,Independent House,VIP Nagar,2962,Furnished,2,Kolkata,1,2,1,1,0,1,0,46028,0,0,1000,13555.13755
150769,3,BHK,Independent Floor,Juhu Scheme,1924,Semi-Furnished,2,Mumbai,0,12,0,1,1,1,1,18808,0,1,3000,5578.9555
104381,4,BHK,Apartment,Kamothe,8179,Semi-Furnished,2,Mumbai,0,4,0,0,1,1,1,251377,1,0,3000,35347.97826
58030,3,BHK,Independent House,Vasant Kunj,745,Semi-Furnished,1,Delhi,1,17,1,0,1,1,1,127530,0,1,2200,21538.56789
55356,2,BHK,Independent Floor,Sector 5 Dwarka,1908,Furnished,2,Delhi,1,15,1,0,0,1,0,61375,0,1,2900,14944.96026
165814,1,BHK,Independent House,Kandivali West,845,Semi-Furnished,2,Mumbai,1,3,0,0,1,1,0,34017,0,0,1800,8947.080166
143792,1,BHK,Apartment,Mira Road East,919,Furnished,2,Mumbai,1,10,1,0,0,1,0,17432,0,1,3800,4596.931622
67259,1,BHK,Independent Floor,Sheikh Sarai,839,Semi-Furnished,1,Delhi,1,17,0,1,1,1,1,199770,1,1,2700,29691.83747
116423,2,BHK,Apartment,Vikhroli,2378,Semi-Furnished,2,Mumbai,1,6,0,0,1,1,1,160950,0,0,1900,25360.28074
28100,1,BHK,Apartment,BTM Layout,2803,Unfurnished,3,Bangalore,1,2,1,0,0,0,1,583910,1,0,3000,86768.51537
172611,1,BHK,Independent House,Kalyani Nagar,778,Unfurnished,1,Pune,1,9,1,0,0,0,0,7828,0,1,1900,3173.339561
176032,1,BHK,Studio Apartment,Kharadi,747,Semi-Furnished,1,Pune,1,9,1,0,1,1,1,5050,1,1,1400,2286.406009
142912,3,BHK,Apartment,Virar,1235,Furnished,2,Mumbai,1,10,0,0,0,1,1,485156,0,1,1000,70714.64019
53972,1,RK,Penthouse,Sector 22 Dwarka,862,Semi-Furnished,1,Delhi,0,19,1,0,1,1,0,473630,1,1,100,72633.54056
21111,3,BHK,Independent Floor,Kartik Nagar,1111,Furnished,2,Bangalore,1,5,0,0,0,1,1,156935,1,0,3300,25545.90648
62423,3,BHK,Independent Floor,Neb Sarai,808,Semi-Furnished,2,Delhi,0,8,0,1,1,1,0,294415,0,1,1700,42291.5956
68718,3,RK,Apartment,Jangpura Extension,1045,Semi-Furnished,2,Delhi,0,6,0,1,1,1,1,129048,1,0,2200,22156.64687
9833,4,RK,Apartment,Gota,1408,Furnished,2,Ahmedabad,0,10,0,0,0,1,0,154917,1,1,3600,23829.08507
130853,2,BHK,Apartment,Thane West,847,Semi-Furnished,2,Mumbai,1,11,1,0,1,1,1,62430,1,1,3300,14481.58867
19512,4,BHK,Apartment,Krishnarajapura,1216,Furnished,2,Bangalore,1,2,1,1,0,1,0,140798,1,0,1700,23333.9781
189044,3,BHK,Apartment,Undri,1207,Unfurnished,2,Pune,1,2,0,0,0,0,1,86744,0,0,700,18309.22828
113546,1,BHK,Apartment,Malad East,1080,Unfurnished,4,Mumbai,0,15,1,1,0,0,1,4346,1,1,1300,2198.117174
93700,2,BHK,Apartment,Mukundapur,1030,Semi-Furnished,2,Kolkata,1,13,1,0,1,1,0,325234,1,1,3300,45013.62912
101049,2,BHK,Apartment,Ballygunge,940,Semi-Furnished,3,Kolkata,0,12,1,0,1,1,0,26445,1,1,2700,8727.572399
113955,3,BHK,Apartment,Chembur,2768,Semi-Furnished,4,Mumbai,1,3,1,1,1,1,0,159460,1,0,1800,25387.15293
74539,3,BHK,Apartment,Panchsheel Park,576,Semi-Furnished,2,Delhi,1,16,1,0,1,1,0,153174,0,1,3600,22894.92627
3142,2,BHK,Independent House,Jodhpur Village,971,Semi-Furnished,2,Ahmedabad,1,3,1,1,1,1,1,279610,1,0,1600,40258.73675
29997,1,BHK,Apartment,Whitefield,1772,Semi-Furnished,1,Bangalore,0,12,0,0,1,1,0,36850,1,1,200,7499.592882
57829,3,BHK,Apartment,Greater Kailash,1355,Furnished,2,Delhi,1,2,0,0,0,1,1,1432908,1,0,3700,184821.8727
144886,1,BHK,Apartment,Hiranandani Estates,1199,Semi-Furnished,2,Mumbai,1,4,0,0,1,1,1,491262,1,0,3600,70865.00219
61145,1,BHK,Independent Floor,Sarita Vihar,568,Unfurnished,1,Delhi,0,2,0,0,0,0,1,8228,0,0,2900,3398.362034
24075,1,BHK,Independent House,Mahadevapura,9724,Unfurnished,2,Bangalore,0,17,1,1,0,0,1,124281,0,1,1700,20034.5842
101814,1,RK,Independent Floor,Garia,1019,Unfurnished,1,Kolkata,0,15,0,0,0,0,0,42064,0,1,100,7418.312609
79837,3,BHK,Apartment,Vasant Kunj,858,Unfurnished,1,Delhi,1,2,0,0,0,0,1,105858,1,0,3900,18439.77007
116218,3,BHK,Independent Floor,Bandra West,2528,Semi-Furnished,2,Mumbai,1,17,0,0,1,1,0,253548,1,1,2100,36378.1314
177210,1,RK,Apartment,Hinjewadi,1437,Unfurnished,4,Pune,1,1,1,0,0,0,0,63441,0,0,2300,12265.8087
151341,1,BHK,Apartment,Kharghar,957,Unfurnished,1,Mumbai,0,9,0,0,0,0,0,423920,1,1,900,61812.75468
50242,3,BHK,Independent Floor,New Ashok Nagar,1954,Semi-Furnished,2,Delhi,1,8,0,0,1,1,0,135136,0,1,2100,23675.48719
144192,1,BHK,Apartment,Kurla,764,Unfurnished,1,Mumbai,1,3,0,0,0,0,1,50645,1,0,2000,10149.84012
135958,1,BHK,Independent House,Thane West,801,Unfurnished,1,Mumbai,1,18,1,0,0,0,0,201152,1,1,3000,30382.51134
156153,2,BHK,Apartment,Goregaon West,1041,Semi-Furnished,2,Mumbai,0,15,0,0,1,1,1,60246,0,1,3100,14899.30325
49061,2,BHK,Apartment,Madambakkam,2206,Semi-Furnished,2,Chennai,1,8,1,0,1,1,0,82080,0,1,1700,18309.22828
179996,1,RK,Apartment,Karve Nagar,1055,Semi-Furnished,2,Pune,0,2,0,0,1,1,0,680440,0,0,900,98285.59637
8133,2,BHK,Apartment,Bopal,657,Semi-Furnished,2,Ahmedabad,1,9,1,1,1,1,1,100942,0,1,700,19870.16126
77711,2,BHK,Apartment,Safdarjung Enclave,1134,Unfurnished,1,Delhi,1,12,1,0,0,0,0,30150,1,1,1800,7808.254287
3054,2,BHK,Apartment,Khodiar Nagar,121,Semi-Furnished,2,Ahmedabad,0,16,0,1,1,1,0,412460,1,1,900,66752.57866
116095,1,BHK,Studio Apartment,Chembur,745,Furnished,3,Mumbai,1,9,1,1,0,1,1,171939,0,1,1200,25802.34743
15261,1,BHK,Apartment,Near Nirma University On SG Highway,1297,Furnished,2,Ahmedabad,0,9,1,0,0,1,1,221892,1,1,1100,32100.53751
169200,1,BHK,Studio Apartment,Virar,1319,Unfurnished,1,Mumbai,0,7,0,0,0,0,0,26964,1,1,3700,6318.907115
2573,2,BHK,Apartment,Bopal,937,Furnished,2,Ahmedabad,0,9,1,0,0,1,1,208999,1,1,1900,31589.35031
57196,1,BHK,Apartment,Chattarpur,1217,Unfurnished,2,Delhi,0,4,1,0,0,0,1,101995,1,0,1500,17837.34575
5868,2,BHK,Independent Floor,Near Vaishno Devi Circle On SG Highway,2521,Semi-Furnished,2,Ahmedabad,1,15,0,0,1,1,0,259805,0,1,100,38374.45416
173400,1,BHK,Studio Apartment,Kalyani Nagar,1251,Semi-Furnished,1,Pune,1,5,1,0,1,1,0,49014,0,0,4000,10420.8648
38970,2,BHK,Apartment,Electronics City,1938,Unfurnished,2,Bangalore,1,15,0,0,0,0,1,150610,1,1,2800,23846.34729
149072,1,RK,Apartment,Kandivali East,604,Semi-Furnished,2,Mumbai,1,10,1,1,1,1,0,181470,0,1,2600,28306.01141
139841,2,BHK,Independent Floor,Andheri East,2417,Semi-Furnished,2,Mumbai,1,11,1,1,1,1,0,75604,0,1,2500,18309.22828
110473,2,RK,Villa,Andheri West,1367,Furnished,2,Mumbai,0,15,0,1,0,1,1,407358,1,1,3500,58705.41821
180638,1,BHK,Apartment,Kharadi,746,Unfurnished,1,Pune,1,16,1,1,0,0,1,41625,0,1,900,7336.868911
102574,1,BHK,Independent Floor,Shyamnagar,656,Unfurnished,1,Kolkata,0,4,0,1,0,0,0,8986,1,0,1100,3470.531834
6813,2,BHK,Apartment,Bopal,1037,Furnished,2,Ahmedabad,0,5,0,0,0,1,1,195894,0,0,1100,29656.15458
117212,3,BHK,Apartment,Bhandup West,656,Unfurnished,2,Mumbai,0,15,0,0,0,0,0,1042060,1,1,2600,151150.3162
57314,3,BHK,Apartment,Saket,1608,Semi-Furnished,2,Delhi,0,1,0,0,1,1,0,38460,1,0,300,11789.74212
187896,2,BHK,Independent Floor,Tathawade,1485,Unfurnished,2,Pune,0,3,1,0,0,0,0,66186,1,0,2600,15520.35998
108895,1,BHK,Independent Floor,Thane West,633,Furnished,2,Mumbai,1,19,1,0,0,1,0,130688,1,1,2000,22368.86969
80424,3,BHK,Apartment,West Patel Nagar,1084,Semi-Furnished,2,Delhi,0,10,1,1,1,1,0,142648,1,1,1300,22762.48322
12345,2,BHK,Apartment,Motera,1944,Unfurnished,2,Ahmedabad,1,4,0,0,0,0,1,49018,0,0,300,14603.82559
89605,3,BHK,Apartment,Kondapur,789,Semi-Furnished,2,Hyderabad,0,12,0,0,1,1,0,127048,0,1,3600,21998.13785
162337,2,BHK,Apartment,Ghansoli,1030,Semi-Furnished,2,Mumbai,1,10,1,1,1,1,0,288030,1,1,1900,41711.53004
38274,3,RK,Apartment,Chikbanavara,811,Furnished,2,Bangalore,0,0,1,1,0,1,0,104056,0,0,3000,19870.16126
148781,5,BHK,Independent House,Mulund West,295,Semi-Furnished,1,Mumbai,1,12,0,1,1,1,0,159750,0,1,2100,24613.86209
14030,3,BHK,Apartment,Jodhpur,1588,Furnished,3,Ahmedabad,0,15,1,1,0,1,0,159285,0,1,0,25563.33876
93161,4,BHK,Apartment,Topsia,1934,Semi-Furnished,2,Kolkata,1,6,0,1,1,1,1,180216,0,0,2200,28652.93616
84562,1,BHK,Apartment,Kondapur,810,Furnished,1,Hyderabad,0,17,0,0,0,1,1,166418,0,1,900,25343.54386
47325,1,BHK,Penthouse,Tondiarpet,824,Unfurnished,1,Chennai,0,2,0,0,0,0,0,197260,0,0,3300,29666.80002
92170,3,BHK,Independent Floor,Pragathi Nagar Kukatpally,1053,Semi-Furnished,2,Hyderabad,1,2,1,0,1,1,0,65934,0,0,400,15740.0303
20199,3,BHK,Apartment,Kartik Nagar,653,Semi-Furnished,2,Bangalore,0,17,1,1,1,1,0,105705,0,1,3900,19870.16126
74572,3,BHK,Apartment,Maharani Bagh,1128,Semi-Furnished,2,Delhi,1,2,1,1,1,1,0,80250,1,0,600,18309.22828
72024,2,BHK,Independent Floor,Sant Nagar,986,Semi-Furnished,4,Delhi,0,19,1,0,1,1,1,72184,0,1,3600,18211.991
37115,2,BHK,Apartment,Basaveswarnagar,1353,Furnished,1,Bangalore,1,10,0,0,0,1,0,113592,0,1,3300,19226.65554
38068,2,BHK,Apartment,Krishnarajapura,1405,Semi-Furnished,2,Bangalore,0,3,0,0,1,1,1,149472,0,0,3100,23816.96035
101289,2,BHK,Independent Floor,Mukundapur,656,Semi-Furnished,2,Kolkata,0,3,1,0,1,1,0,149536,1,0,1800,22827.09761
127910,3,RK,Independent Floor,Bandra West,775,Unfurnished,1,Mumbai,1,2,0,0,0,0,0,210033,1,0,1000,31606.36767
173829,1,BHK,Villa,Baner,806,Furnished,1,Pune,0,8,1,0,0,1,1,64008,1,1,900,10374.02548
150347,2,BHK,Apartment,Kanjurmarg,1036,Unfurnished,1,Mumbai,1,0,0,1,0,0,1,140121,1,0,3600,22391.75196
130482,1,BHK,Apartment,Thane West,2196,Semi-Furnished,2,Mumbai,1,16,0,0,1,1,1,50937,0,1,1400,12285.22778
41671,3,BHK,Independent House,Vyasarpadi,1286,Semi-Furnished,1,Chennai,0,16,1,0,1,1,1,153296,0,1,1300,23573.454
65122,3,BHK,Independent House,Chattarpur,1875,Furnished,2,Delhi,1,4,1,0,0,1,1,179125,1,0,1800,27698.75557
89313,4,BHK,Apartment,Karmanghat,801,Furnished,1,Hyderabad,1,6,0,1,0,1,1,100708,1,0,3700,18439.77007
